Topic,Tag,Tweet,Replies,Retweets,Likes,Quote Retweets,Sentiment Score,Sentiment
Sports,Celeb,Poll - Who will be reaching the last eight in our first game of the day?   #FIFAWorldCup   #Qatar2022   #beINWCDaily,0,1,5,0,0.2023,pos
Sports,Celeb,The Costa Rica game did attract a record figure for this World Cup in GER with 17.43 Million watching on ARD. But less than the 17.9 Mill who watched the Germany-England Women’s Euro final in the summer.,1,2,7,0,0.1901,pos
Sports,Celeb,Jordan Pickford has just given the perfect answer to ridiculous England question #EFC,1,0,1,N/A,0.296,pos
Sports,Celeb,"#ENG flag flying high on the Corniche, Doha. #FIFAWorldCup",6,2,56,0,0.0,neu
Sports,Celeb,The Soccer OG #WorldCup Daily Where do the USMNT  go from here?  England and France go thru to Quarters.,0,1,2,0,0.0,neu
Sports,Celeb,Good to see Neymar smiling ,42,184,"3,534",0,0.7096,pos
Sports,Celeb,We're officially  weeks away from the World Cup Final!  Drop your predictions on who will be the winner ,46,16,126,0,0.4574,pos
Sports,Celeb," Messi was liberated by winning last year's Copa America and is relishing his leading role in Argentina's #FIFAWorldCup  bid, according to former team-mate Sergio Aguero.   Find out more here: ",1,1,9,0,0.7184,pos
Sports,Celeb, Morocco goalkeeper Yassine Bounou says Spain will force his side to raise their level after they reached the last 16 of the #FIFAWorldCup for just the second time.   Read more here: ,2,0,5,N/A,0.1027,pos
Sports,Celeb,"Mbappe equals Messi, Giroud overtakes Henry, Bellingham's 11 out of 11  Here are the best stats from Sunday's #FIFAWorldCup2022 matches.",1,4,25,0,0.6369,pos
Sports,Celeb,Good to see Neymar smiling ,1,1,26,0,0.7096,pos
Sports,Celeb, Harry Kane scored his first goal of the tournament as England cruised past Senegal 3-0 to set up a World Cup quarter-final against France.   Read the full story here: ,1,0,11,N/A,0.0,neu
Sports,Celeb,Carlo Ancelotti: “Messi is playing at his highest level”. https://mundoalbiceleste.com/2022/12/04/carlo-ancelotti-messi-is-playing-at-his-highest-level/…,9,48,"1,145",0,0.2023,pos
Sports,Celeb,Chad's Day at the Match  @ochocinco  witnessed Kylian Mbappé and France in action against Poland ,1,1,54,0,0.0,neu
Sports,Celeb, Goleadores históricos de Inglaterra    Wayne Rooney  Harry Kane    Bobby Charlton  Gary Lineker  Jimmy Greaves,1,2,27,0,0.0,neu
Sports,Celeb,Spoken like a true Red     @Casemiro    #MUFC || #Melitta,24,269,"3,916
3,920",0,0.6486,pos
Sports,Celeb,"Carlo Ancelotti on Instagram: ""Messi is playing at his highest level. The youngsters Álvarez and Fernández are also giving energy and enthusiasm to the team.""",7,155,"2,321",0,0.802,pos
Sports,Celeb,Leader. Motivator. Messi. ,0,2,47,0,0.0,neu
Sports,Celeb,Leader. Motivator. Messi. ,2,17,158,0,0.0,neu
Sports,Celeb,Family of Brazilian soccer great Pelé said the three-time World Cup winner has been hospitalized since Tuesday to treat a respiratory infection aggravated by COVID-19.   They said the 82-year-old is under no imminent risk of death.  by  @msavarese,2,38,90,0,0.529,pos
Jordan Peterson,Celeb,"shitposting at jordan peterson every day until he blocks me, day 15",20,134,"1,969",0,-0.2263,neg
Jordan Peterson,Celeb,Jordan Peterson is an enormous piece of rancid shit and anyone thinking he has anything useful or unique to say should probably read something that doesn't have a lightsaber on the cover,25,78,706,0,-0.6666,neg
Jordan Peterson,Celeb,Jordan Peterson has reached the point where he's just tweeting random words.,111,39,523,0,0.1027,pos
Jordan Peterson,Celeb,"I get that when you're running for the PPC you have no upside in criticizing Jordan Peterson, or Rex Murphy or any of the other warriors for White Male Grievance Junkies. I get it. But you need to get that the ultimate pander bear is Peterson. He panders to people like you.",28,47,285,0,-0.0387,neu
Jordan Peterson,Celeb,Jordan Peterson Mocked Support For Four Indigenous Women Murdered By A Serial Killer In Winnipeg Because That's Who Jordan Peterson Is,31,125,349,0,-0.8519,neg
Jordan Peterson,Celeb,"Right wing policies are failing miserably so Jordan Peterson is trying to rebrand Doug Ford as ""woke"" ",1,6,24,0,-0.7506,neg
Jordan Peterson,Celeb,Jordan Peterson and Rita Panahi discuss how Covid lockdowns and mandates likely ushered in the first elements of a social credit system...,5,108,199,0,0.3818,pos
Jordan Peterson,Celeb,"Singh: Racism, misogyny, genocide…all bad stuff.  Jordan Peterson: What a terrible thing to say about my interests!",0,1,2,0,-0.8748,neg
Jordan Peterson,Celeb,jordan peterson is going to flip his lid when he finds out what science thinks about everything,1,1,47,0,0.0,neu
Jordan Peterson,Celeb,"Jordan Peterson on fire in a recent interview, explaining how many in the West will blindly walk into a social credit system without even noticing.  Full interview:  https://youtu.be/gfGOSpg9Pds",1,7,5,0,0.0516,pos
Jordan Peterson,Celeb,Jordan Peterson in interview with Rita Panahi explains the masses will blindly walk into a social credit system.  Full interview:  https://youtu.be/gfGOSpg9Pds,0,1,5,0,0.3818,pos
Jordan Peterson,Celeb," Dr Jordan Peterson wonderfully calls out how C0VID policies were crafted based on opinion polls:  ""It's so appalling"".  ""I know perfectly well that that's what crafted C0VID policy in Canada. It wasn't science.""",120,"1,881","4,256",0,0.7881,pos
Jordan Peterson,Celeb,"shitposting at jordan peterson every day until he blocks me, day 14",64,698,"9,343",0,-0.2263,neg
Jordan Peterson,Celeb,"Wonderful interview here. I fear Jordan Peterson is right, the masses will accept the social credit system. Congrats to  @RitaPanahi",63,466,"1,046",0,0.8442,pos
Jordan Peterson,Celeb,I like the new Jordan Peterson,1,3,17,0,0.3612,pos
Jordan Peterson,Celeb,This is what happens when  Jordan Peterson starts listening to Andrew Tate:  This is gold ,3,11,37,0,0.0,neu
Jordan Peterson,Celeb,I just think it’s important to highlight that the same thing that led both Elon Musk and Kanye to tolerate and even encourage white nationalism is the same thing that Jordan Peterson and Charlie Kirk are trying to do to young men online,17,196,774,0,0.7579,pos
Jordan Peterson,Celeb,This piece of shit should never have been allowed back on here. Jordan Peterson is human garbage. He is dangerous.,34,21,176,0,-0.7717,neg
Jordan Peterson,Celeb,"It's Sunday. Jordan Peterson, Rex Murphy & #TrudeauIsDestroyingCanada are trending again.  They suffer from Trumpism. They are out to destroy our constitution. They attack the MSM on a daily basis. Pierre Poilievre conservatives are toxic for our country. #IStandWithTrudeau",2,78,268,0,-0.8779,neg
Hunter Biden,Celeb,Hunter Biden laptop repairman touts vindication after Musk's bombshell Twitter report: 'I knew the whole time',394,773,"4,644",0,-0.0258,neu
Hunter Biden,Celeb,Seeing more nude Hunter Biden photos would not have flipped the landslide 2020 election to donald. You would need something more like Jim Comey announcing an investigation into Hillary a few days before the 2016 election.,473,"1,895",11.5K,0,0.4201,pos
Hunter Biden,Celeb,Hunter Biden needs to be prosecuted. Period.,"1,751","2,642",22.4K,0,-0.3818,neg
Hunter Biden,Celeb,We now know:   The Hunter Biden laptop was the biggest October surprise in modern presidential history  And it was banned from the American people by US intel agencies colluding with tech and media,498,"3,993",14.6K,0,-0.4767,neg
Hunter Biden,Celeb,"The important thing about Hunter Biden’s private parts is that Jared Kushner got $2 billion from Saudi Crown Prince Mohammed Bone Saw, who bragged that Slender Man was “in his pocket” and who paid Trump a shit ton of blood money to host his LIV golf events  Capiche?","1,014","1,985","7,978",0,-0.4215,neg
Hunter Biden,Celeb,"How about we look into the $130,000 Hunter Biden paid Stormy Daniels?  Wait that was Trump  How about the $2 billion he got from MBS?  Wait that was Jared  How about the massive property deal he signed with Oman just DAYS before announcing his Presidential run?  Nope still Trump!",53,668,"2,662",0,0.0,neu
Hunter Biden,Celeb,Elon Musk slams NY Times for ignoring his expose of how Twitter censored Hunter Biden laptop | Daily Mail Online,286,"1,418",10.1K,0,-0.5994,neg
Hunter Biden,Celeb,"The liberal media intentionally ignoring the Hunter Biden &  @Twitter  story is the biggest scandal in the history of Freedom of the Press!  Regardless of party affiliation, all  Schools of Journalism, professors & students should be outraged.   @elonmusk",81,980,"4,592",0,-0.3595,neg
Hunter Biden,Celeb,"It is pretty amazing that Republicans manufactured an entire Hunter Biden ""ScAnDaL"" and the very first thing Trump does is insert himself and do something exponentially worse and completely overshadow the faux crisis that his own party was relying on.",69,433,"2,947",0,-0.1027,neg
Hunter Biden,Celeb,"Twitter's Elon Musk-led exposé has a Delaware laptop repairman feeling ""vindicated"" after years of smears and been forced into financial ""ruin"" for having blown the whistle on Hunter Biden's laptop.",90,400,"2,059",0,-0.5423,neg
Hunter Biden,Celeb,This is huge.,295,810,"2,799",0,0.3182,pos
Hunter Biden,Celeb,"If you care more about Hunter Biden than you do about Jared Kushner receiving $2 billion from the Saudi’s, you need to reevaluate some things.",24,214,"1,090",0,0.4939,pos
Hunter Biden,Celeb,Great conversation but rather ironic that they are complaining about suppression of the Hunter Biden laptop story and someone has “suppressed” my name from the cover of my book #LaptopFromHell,40,338,"1,085",0,-0.1027,neg
Hunter Biden,Celeb,"2/3  @Twitter  had no problem with the  @NYT  story. But two weeks later, on Oct. 14, 2020,  @Twitter  censored the  @nypost  story about an email from Hunter Biden’s laptop in which his Ukrainian paymaster thanks him for a 2015 meeting with his father, then-VP Joe Biden.",32,794,"2,617",0,0.5543,pos
Hunter Biden,Celeb,FBI warned Twitter during 'weekly' meetings of Hunter Biden 'hack-and-leak operation' before censoring The Post https://trib.al/A6KRYTU,54,272,757,0,-0.2732,neg
Hunter Biden,Celeb,"If Elon was truly interested in transparency, he would divulge which stories the Trump campaign team had  Twitter remove in the same length and detail as the Hunter Biden story.",24,216,839,0,0.6808,pos
Hunter Biden,Celeb,"Who is Vijaya Gadde, the Twitter exec involved in censoring Post's Hunter Biden laptop bombshell? https://trib.al/EktJtwx",102,183,507,0,0.0,neu
Hunter Biden,Celeb,"Back in 2020, Trump attacked President Biden over the Hunter Biden Laptop Story, and he had this to say:",10,85,241,0,-0.4588,neg
Hunter Biden,Celeb,"FLASHBACK: NPR called verified Hunter Biden story a ""waste of time""",12,64,198,0,-0.4215,neg
Hunter Biden,Celeb,"Twitter's exposé has a Delaware laptop repairman feeling ""vindicated"" after years of smears and been forced into financial ""ruin"" for having blown the whistle on Hunter Biden's laptop.",160,446,"2,188",0,-0.5423,neg
Hunter Biden,Celeb,The Hunter Biden Twitter Files story was a dud. Nobody cares.,34,94,851,0,0.25,pos
Hunter Biden,Celeb,Ted Cruz has Hunter Biden Dick pics on his laptop and I’m not sure if that’s legal where he lives in Cancun,22,105,737,0,-0.5806,neg
Hunter Biden,Celeb,I'm not a billionaire entrepreneur but I'm gonna go out on a limb & say spending 44 billion dollars to do a fake expose about the DNC reporting that James Woods violated Twitter's terms of service by tweeting Hunter Biden's d*** pics is a waste of money.,9,29,177,0,-0.9366,neg
Hunter Biden,Celeb,"there's nothing to that hunter biden laptop story, & it pains me to say that, as someone who would greatly enjoy any news story that hurt twitter or undermined faith in the US government/democracy",20,80,"1,712",0,-0.3415,neg
Hunter Biden,Celeb,Just so you know the most scandalous thing about Hunter Biden's laptop is that Jared Kushner received 2 billion dollars from the Saudis and Trump stole classified documents from the Whitehouse,2,56,194,0,-0.5709,neg
Hunter Biden,Celeb,"Mr James Woods, you have the right to remain a Republican. Anything you Tweet will be ridiculed. If you cannot find a nude pic of Hunter Biden, one will be provided for you by Space Karen. Now step away from the penis. This is an erection. I'm a werewolf. And this is a real badge",17,75,319,0,-0.3612,neg
Hunter Biden,Celeb,Termination of the constitution because we weren’t allowed to see the Hunter Biden’s unmentionables on twitter,55,168,"1,116",0,0.0,neu
Prime Minister,Celeb,"I love my family, I love my country and I love hunting. I am a sport shooter. I support lawful firearms ownership. I am not a criminal or a threat to society. What Prime Minister Justin Trudeau is trying to do is unjust. I support the CCFR.  #ImwithCarey ##SayNoToC21",22,304,"1,092",0,0.9334,pos
Prime Minister,Celeb,"The Hon'ble Prime Minister of the largest democracy, Shri  @narendramodi  Ji stands in queue to cast his vote for the Gujarat Assembly Election 2022 in Ahmedabad.  Such impactful gestures help bolster the faith of people in our democratic setup.",103,493,"3,003",0,0.6705,pos
Prime Minister,Celeb,BREAKING: Prime Minister Justin Trudeau was met by protests in Surrey Friday Night as protestors gathered outside an event attended by the PM as British Columbians continue to struggle with inflation  #cdnpoli,119,202,861,0,-0.4939,neg
